Rating,Product_ID,Review_text,Output
5,B0000AYKNT,"It fits really well in my small apartment. The hose is a little short but you can buy one in Lowes to make it longer. It is true that if you put too many detergent/water in, it will flood a little. It will make some big noise and stop spinning some time as mentioned by someone earlier, but I think it is mainly because you put too many stuff or some heavy clothes in it. After all, it is only a small washer! But it does the job very well. I am very pleased with it and we never went to laudry again after having it! It well worths the money!",No defect
1,B0000AYKNR,"As the other reviewers have stated, the dispenser freezes in the back and does not thaw, nor does the temperature of the dispenser work correctly, mine runs warm even at the highest setting.  Although customer service will document your call in Ottawa, their corporate office in New York will not return my call.  The three repair numbers customer service gave me did no good as I was also told by one repair person that Haier does not reimburse the repairs and as a result they will not come out to my home.  Customer service told me twice that they have recommended to the corporate office to replace my unit, but of the five to six calls I have placed over the past two months, I have not received any calls that any progress or action will be taken.  I have been trying to get my dispenser serviced since September.",Defect
5,B0000AYKNR,"I am a college student so this was my favorite purchase of all time. THe CO2 might take a little bit of messing with to get at the right flow level. Don't want it to flow to fast cause you will have way to much foam.

500 dollars and shipped to my door. Perfect, more energy efficient than making it out of some old refridgerator. I would defiantly recommend this one.",No defect
1,B0000AYKNR,I bought this as a gift for someone.  It was ordered and delivered promptly but the dispensing parts were missing.  Since it was ordered from [...] I contacted them to send the remaining parts.  They were mostly uncooperative and 16 days later the missing parts finally arrived from Haier as a warranty claim that was filed.  I have no idea how Haier received a warranty claim because when I contacted Haier they told me I bought a refrigerator not a beer dispenser!  Once the dispensing parts were installed I found out the compressor had a leak in it and needed to be replaced and now I'm waiting for those parts.  So far it's been one month and I've paid for a gift that can not be used.,Defect
4,B0000AYKNR,"I've had this unit for about six months and I'm quite happy with. You have to play around a bit to get the temperature and pressure right. Once they are set right though, you can switch out a keg without having to go through the whole routine every time. Flushing the lines is no better or worse that with other kegerators. I like the unit because I can serve great draft beer at a slightly lower cost per glass than cans and bottles. I LOVE not having to deal with returnables any more! There are two downsides to the kegerator. First, I had visions of rolling the kegerator around in my house or on my patio. The first time I tried, however, the frame members holding the rollers bent and nearly snapped off. Better to put this unit in one spot and leave it there. Second (and this is common to all kegerators), you'd better have a VERY stong back or a keg dolly because even a 1/4 keg is extremely heavy.",No defect
4,B0000AYKNR,"After some research and a number of conversations with a friend, I opted to purchase this product.  I have to say, it's awesome! The beer stays cold and is readily available; probably too available. :)  My ONLY complaint is that the fridge has a few scuff marks on it that appear to be the result of the packaging process (not the shipping).  But after a little assembly and a couple of beers, those scuff marks weren't much of an issue. Also I'm quite impress at how quickly I received the product; within 4 days!",No defect
5,B0002KXMT4,Thanks for it.,No defect
4,B0002KXMT4,nice washer have to wait and see it work for awhile,No defect
5,B0002KXMT4,"It's convenient for small family, it works quietly, After three weeks use I'm satisfied with it, just a little thing that drainage joint has a little water drop out when the water going through, If you can tell me how to fix it, It'll be perfect. Thank s.",Defect
3,B0002KXMT4,"Worked great until it broke down. Eked out about 2 years, with 1 of them struggling with it. Started having trouble getting it to spin until it finally wouldn't, so had to hand wring out wash. (Whole reason I bought it was so that I wouldn't have to hand wring out laundry!) Then hose where it connects to machine started to leak so had to fill by hand. At the end it was having trouble getting all the water out of machine so I finally gave up on it.",Defect
5,B0002KXMT4,"Well built machine, does a great job!",No defect
2,B0002KXMT4,It is very small and not adequate for our use.,No defect
5,B0002KXMT4,love it.,No defect
5,B0002KXMT4,good,No defect
4,B0002KXMT4,"We really love our apartment-sized Haier washer.  This little washer has all the features of a normal sized machine, but uses much less space and is on rollers so we can hide it away when not in use.

Our normal load might consist of two pairs of jeans and three shirts.  The washer handles this without a problem.  The spin cycle, although prone to being imbalanced and needing to have the clothes rearranged, spins the clothes to where they are only damp, and will dry within a few hours - less if you have a fan blowing on them.

Why only four stars?  When we first received the washer, water would leak from under the top where the water hose was screwed in.  Not where the hose met the inlet, but underneath.  That stopped on the second use.  Perhaps there was a valve that was not seated.  The second thing is ongoing, but is not a deal breaker.  The computer that controls the cycles will sometimes become confused, and you have to turn it off and restart whatever cycle your clothes were on.  Not a big deal, and perhaps only happens twice a month.  We do use the washer often - probably twice a week to keep up with things.

I would without a doubt recommend this washer.",No defect
5,B0002KXMT4,Loved it. Worked great. Only small loads but was wonderful.  lived on the second floor and could was dressy work clothes without leaving the house was a great plus.  Never had a problem with it.,No defect
4,B0002KXMT4,Good machine but the services from Haier was bad!,No defect
5,B0002KXMT4,Is perfec,No defect
5,B0002KXMT4,"This is a dynamite small washer and is very price worthy.  Hooks up easily anywhere a deep sink is located, or other means of discharging wash water.",No defect
1,B0002KXMT4,"Too small, leaves clothes wrinkled",No defect
5,B0002KXMT4,"I am so grateful for this machine and its performance.  Love to be in the apartment now and no more going to the Laundromat.
thanks to your product...........",No defect
4,B0002KXMT4,"I received this washer a little over 3 months ago and I am very VERY happy with my purchase! This little guy is so convenient, especially since I work at a hospital, where I need my scrubs washed constantly. I would advise to be careful when hooking up the water host from the sink to the washer. I have to make sure there aren't any leaks before I start washing otherwise there will be a large puddle to clean up! I always hook up the hose, and then just turn on the water at the sink. The hose should stop the water from going into the drum, and if there are any leaks you will see them right away. If there are any, I just re-adjust the connection and repeat the process until there are no leaks at all. Most of the time it only takes one try and I am ready to go, but sometimes I have to re-adjust a couple or even three more times. But this machine is very reliable and it fits perfectly in my room!",Defect
5,B0002KXMT4,"Perfect for those individuals that want to conserve water, just do a cycle at the time, each cycle washing or rinse or spin takes 12 minutes, you could use the same water for many loads, save in electricity, use powder laundry detergent,washes one cubic foot of laundry at the time,  the washing cycle alone is 12 minutes, clothes come out completely clean and save space. I love it! I have a samsumg it a large washing machine, washes 3 cubit foot of laundry at the time, not 5cf as advertised, uses only liquid detergent the cycle is at least an hour, uses extremes amounts of water, the washing cycle alone is only 9 minutes, it does not spin properly, it is very expensive!.",No defect
4,B0002KXMT4,Only had washer for 3 weeks but so far so good...I live in a small one bedroom apartment so the washer takes up very little space...it's energy efficient. I just avoid doing heavy loads like towels and comforters. Overall completely satisfied.,No defect
5,B0002KXMT4,Small in size but very powerful! Fits perfectly in my bathroom. Exactly what I wanted!!,No defect
5,B0002KXMT4,"It's been a month since I have bought this machine and I'm very happy to have this machine as a family. It's not only helpful, it's so amazing that I could put a lot more things than I expected in the machine.  It can handle and works well with 2 shorts , 3 T-shirts , socks and 2~3 swimming wears at a time.  In addition I don't have to intervene during the laundry course.  I can assure that you will never be disappointed if you have 2 in a family living in apartment.  I think it's more than enough.  It is a compact 'normal one-stop laundry machine' in a kichen.",No defect
5,B0002KXMT4,LOVE IT!!!! WORKS GREAT AND DOES A VERY GREAT JOB FOR ITS SIZE,No defect
5,B0002KXMT4,"Easy to hook up at kitchen faucet, easy to move around, love it! Wife said a dryer is next on agenda!",No defect
4,B0002KXMT4,Works according to manufactures specification. I like the portability it fits in my kitchen pantry.,No defect
2,B0002KXMT4,"sorry too small...
works, will for some poeple but it not work will for me
had to get a larger washer for my aptment i try to like it
but too many cloths for it :-(",No defect
4,B0002KXMT4,"i do like it because it is portable but i find somebody to help me connect the pipe with the faucet ,so I spend 50 more dollars.:)Finally i can use it in my apt.",No defect
5,B0002KXMT4,I bought this to use in my apartment.... while I had it I loved it....what a terrific little machine. Management made me stop using it..just their policy. I hated to get rid of it but wanted to remain in my apartment. I found it washed many of my smaller items and I saved money by bypassing the laundromat. Great little washer for the money.,No defect
5,B0002KXMT4,"I first bought a different washing device (don't know what I was thinking) from Amazon, and while that washer DID work, everything was done by HAND. If you've ever used a hand powered washer or washed dedicates by hand, you know what I'm talking about. Since I'm a retired vet, on my pension, who doesn't drive and can't walk the 4 blocks down to the neighborhood laundromat the Haier is a godsend.

I can easily wash two days worth of clothes in a single mixed load, 3 pairs of jeans, on the ""Heavy"" load setting, come out beautifully, and the spin cycle means even I can lift them out of the washer drum and hang them outside or in my shower to dry (something I couldn't do with hand washing and wringing them out before hang drying), WITHOUT getting drip water all over the bathroom or getting the clothes I was wearing, soaked.

I live in Florida with a small yard so an outdoor clothes line is ideal 90% of the time, but on those days when we have 'Liquid Sunshine' the clothes can be hung inside without dripping on the floors and dry with a simple house fan in a few hours.",No defect
1,B0002KXMT4,"We ordered this washer not knowing that the manufacturer recommends using it at ""room temperature"" only. The ordering information did not mention anything about that little detail, and now it's going to cost us plenty! The manufacturer says that if it's too cold it could ruin the motor. We had not planned on using it inside the house! They offered a refund of the purchase price, but we are going to be stuck with ALL the shipping charges estimated to be $120 in total for that size and weight. A very costly mistake which should have never happened with a proper product description. I am very upset with Haier and with Caviler Wholesale.",No defect
3,B0002KXMT4,"nice we like it but from one side  was little dammeged,its good for liitlle babys staf to wash it not for adults",No defect
5,B0002KXMT4,"I have been circling this purchase for a while now. Primarily based on Amazon reviews I purchased this machine. After the first week, I am totally amazed. I have washed 5 loads of laundry & the results are great. My clothes come out as they do from a regular washer. Included are optional wheels - which I am using - to ease movement. Things to know:

1)  Setup took about 20 minutes total. I actually went back through again because I couldn't believe it was that simple. It fit my kitchen faucet just fine.
2)  You can only do one cycle at a time.
3)  The energy star rating for this machine is $23. It's very efficient.

What a great luxury to have a washing machine in my apartment unit.",No defect
1,B0002KXMT4,"This thing is still going strong and does a wonderful job cleaning clothes. I can't imagine living in an apartment without one. Even though I'm in a house now, I still hang onto it in case I need it. It's become the modern day wringer washer that people used to keep around. As much as I love it, I'd never buy anything from Haier again. I purchased a large freezer from them awhile back and they sent one that was so defective it never even started up and had a crack inside. All I got was a huge run around from Haier (clearly an attempt to get out of backing their merchandise). They even had the nerve to claim that I had never told them it was defective in my 10 plus phone calls. What a crock! Thank God for Amazon standing behind their sales or I would have been out of about $800.00.",No defect
5,B0002KXMT4,"I am so happy with this washer! Since I got it, my life is so much easier!!!
The body is very compact yet big inside!
Absolutely love it!",No defect
5,B0002KXMT4,"This little washer kicks ass!
The reviews for this product were very informative and useful when deciding to purchase it.
Assembly was easy. It arrived in good shape.
Once you get to know how many garments to wash at a time it washes fine. Polar fleece seems to be the heaviest weight when wet, (heavier than towels). Could be me but, I had to adjust the wheels so the unit was not plumb to get the washer tub centered in the machine (my floor is not level though). This helped to keep the load and washer tub balanced.
I know I have overloaded the machine when the pulsator makes a clicking noise when reversing direction, so I simply remove one item and plop it in the sink next to the washer.
Very happy and feel this washer should last quite a while.",No defect
5,B0002KXMT4,"This machine holds more laundry than I thought. It fits into my travel trailer easily. No more hot laundry mats at campgrounds. Fresh clothes after a day of hiking, biking and sight seeing. A MUST HAVE FOR ANY CAMPER!",No defect
5,B0002KXMT4,"This washer has saved me so much money over the years and after 6 years of owning it, it has been worth every cent! The set up takes a couple of minutes and it's overall pretty quiet (no complaints from neighbors!). The only issue I've ever had is using too much detergent and some water overflowing from the bottom of the washer. But as long as you use a small amount of detergent and don't overstuff it with clothes, it works without any problems and clothes come out clean.",No defect
4,B0002KXMT4,"Good washing machine...
I had it for few months now and it's very convenient as a resident of apartment. Working ok!

I do recommend u to buy the product....",No defect
4,B0002KXMT4,We live in an apartment and this serves the purpose. A lot easier and cheaper then having ti use quarters to wash clothes. Only thing is is that it leaks from underneath somewhere. We called to have someone come and look at it and they never showed up. Other than the leaking its a great machine.,Defect
3,B0002KXMT4,"Product was to be expected.  Came with all necessary pieces, bottom plate is hard to get on. Works well and washes a decent amount of clothes.",No defect
5,B0002KXMT4,Very good machine for small apartments. It works perfectly. I can recommend this model for everybody who has needs in a small volume of a wash.,No defect
5,B0002KXMT4,Got washer on Tuesday used it three times and it worked great met all my expectations no leaks no unusual sounds. I would recommend this washer,No defect
5,B0002KXMT4,"perfectly clean clothes - why didn't I do this earlier! Quiet, rolls out of the way easily, just great!!!! wasn't too hard to screw in the bottom and I even was able to move the output from factory left side to right side hole provided for those who need right side.",No defect
4,B0002KXMT4,"don't have it set up yet, just got it but I think it is going to do what I want it to.",No defect
1,B0002KXMT4,"....I'm so upset with this washer....
....Warning buzzer keeps on beeping so I need to arrange the clothes inside washer and when the washing cycle ends, it turns out that all the clothes are still dripping wet.... Then I tried and tried to minimize clothes until there's only one shirt left but still there's always a buzzing error sound that spin cycle couldn't continue....",Defect
5,B0002KXMT4,"I bought the washer for use in my rv.  It is exactly what I need, and certainly more reasonably priced than the washer the rv stoes offer.",No defect
5,B0002KXMT4,"First off, let me say that before I bought this washer I was washing a family of 3 clothes by hand with a bucket and washboard...and as fun as that was for a year, I am absolutely thrilled to have gotten this machine!

I did have a little trouble putting it together simply because I am a small woman and not very strong. It was a matter of not fitting the hoses together tight enough. So at first there was a small leak. But after my husband tightened up the nozzles and junk I have had no problems whatsoever.

I totally love this washer. It is well worth the money!",No defect
5,B0002KXMT4,"I owned this very machine years ago when I was divorced and it worked excellent for a single man doing a load each night. This allowed me keep the hamper empty and not waste water. I found that it spun the clothes until lightly damp and that only required me to hang the clothes on a dry rack overnight. This meant I could get a small dry rack and if I needed a work shirt the next morning it would be ready.
I just bought this machine for my daughter and boyfriend and they are raving about it because it is doing the same as it did for me. I unpacked it and it was sturdy and unharmed as it was layered in a box within a box and bubble wrap in between. The motor assembly and tub are held in place sturdily with Styrofoam to keep the moving parts safe. Assembly is easy, I should have let my 22 year old daughter do it and she has no special assembly skills.
Buy this machine for up to two adults and a child and you will be happy. This machine has more settings such as just putting it on an extra rinse or spin and it does a better job of spinning out the water than the $1200 whirlpool apartment setup they rented from the local rental store. Boy are they glad the rented that first to find out it was junk and Dad had tried this before and knew what to buy as they love it just as I did. FYI I cannot say how long it lasts as a year later I moved back in with my kids and sold the unit for what I paid for it as it ran as great as the day I bought it. I now own a Staber which is the best family size machine if your interested in larger units.",No defect
5,B0002KXMT4,Okay my turn for my review I don't know what they're talking about My machine does not leak Shake rattle or roll. As a matter of fact I've never seen such a efficient machine Sturdy Cleans like a dream So all I have to say is maybe I just got a good one Bravo!!!!!,No defect
1,B0002KXMT4,"We got this washer and it came broken, in won't fill in with water. We called customer service, now we have to wait for another week for their visit... I wish I didn't buy it.",Defect
5,B0002KXMT4,"Small but powerful washer. I had been hand washing small stuff and going to the laundromat for larger stuff and this washer has a)gotten clothes MUCH cleaner than hand washing and b) eliminated the need for most trips to the laundromat. Spins out nice and ""dry"", not soggy at all. The only things I haven't been able to fit are blankets and queen comforter. I would recommend this washer to anyone who needs to conserve space but still be able to get the job done.",No defect
5,B0002KXMT4,This is the second Haier washer that I have purchased.  This washer gives great performance for a small washer.  I would buy this brand again.,No defect
5,B0002KXMT4,"We are using this washer already for 1,5 years. It is still working. It works every day!!! Full load!!!
I knew about unbalanced problem. But we managed it.
We use this washer together with Haier HLP140E 2-3/5-Cubic-Foot Compact Tumble Vented Dryer.",No defect
5,B0002KXMT4,"I bought this machine to make my wife's life a little earsier. She used to hand wash our baby's clothes separately because she believed that would be better for the baby. I can not argue with her so I went online and found this HLP mini washing machine. The machine arrived and we used it happily for 9 months, washing our baby's clothes every other day until the pump stopped working. I did a research online and read all those horror stories about Haier America's customer service. I did not have too much hope for this machine however I just give it a try anyway to see it Haier can repair the machine or send me a replacement one. I called the customer service number and spoke to a  rep in a couple of minutes. He was very helpful. He only asked me several questions about the machine then said Haier will send me a replacement. What I need to do was to collect the power cord, serial number tag, invoice (printed from Amazon) and a check of $14.99 for the Fedex shipping. I send these in a certified mail to Warranty Exchange of Haier America in Fords, New Jersey. Today I received a brand new machine! It is a HLP21N instead of HLP21E purchased. I just tried the machine and it works great! Compare to HLP21E, this new model is much quieter, and there is no linen filter to install. I am so happy for the machine and for their excellent customer services. Great job! Haier!",No defect
5,B0002KXMT4,"I bought this little washer more than a year ago on Amazon, and it's one of the best investments I've made for my apartment. Living in a 4 story walk up makes large loads of laundry difficult and although you can't do large loads in this machine, having the ability to frequently do small loads has really saved me! The spin setting really wrings the moisture out so I let clothes air dry usually, they dry within the hour in the summer but take longer in the winter. I'm considering getting a dryer to go along with it although my apartment is so tiny, I don't know where I would put it! :)",No defect
1,B0002KXMT4,"So I ordered this washer and one of the related dryers 3 weeks ago. The dryer came w/in the first week. The washer just arrived 2 days ago. That's annoying, but that probably had more to do w/ the carrier Fed-Ex than the company I purchased it from. Anyway, I got it all set up and was looking forward to attaching the hose to the faucet and doing my first load then writing a great review. Then I spent over an hour trying to figure out why the adapter would not attach to my faucet and trying to decipher the very sparse instructions and weirdly uninformative diagrams. I don't have a particularly fancy nor rare faucet style but the adapter that comes w/ the washer doesn't even come close to fitting. They're almost exactly the same diameter. One will not fit inside the other. I'm clearly doing something wrong and will have to buy a wrench to see if I can ""remove the aerator"" like the instructions say, but it's annoying that a ""quick start easy connect"" adapter can be such a pain in the butt on a run of the mill faucet. I could see if I had some strange faucet, but it's just basic and run of the mill. Nothing outstanding about it, so you'd think an ""easy fit"" universal adapter would have no problem. I'm writing a review simply to say that while it's probably ""easy"" for 95% of people, it could also not be ""easy"" and if that happens, you're basically out of luck in terms of getting help, b/c the diagrams and troubleshooting tips are completely useless...",Defect
4,B0002KXMT4,"i got m washer 1 day ago, got home from work all excited to go do my washing, so i read the box to make sure it was the right one, which it said hlp21n, so i opened it up, only to find out that my lint filterwas not there. knew that the box already came apart so there was no way of returning it, so i decided to do my laundry .....was quite satisfied with the cleanilness of my clothes for the first time n years compared to the laundromarts......please be aware that there is the cheaper hlp21n, thas has no lint filter and there is the more expensive hlp21n that has the lint filter..i do not understand how they can both be identifed by the same code, it is very ridiculous, because thats the reason my order was mixed up, i do hope i get a refund from hi -tech media, because their reputation is going down the line.",No defect
5,B0002KXMT4,"I have been using this washer for my baby's clothes and I would say I am happy with it. I am being using this for about 4 months and works perfect. I also  bought the haier dryer but that one stopped working two months after purchase and haier customer service is horrible, buy another brand dryer.",Defect
4,B0002KXMT4,I AM SUPER SURPRISED AT THE EFFICIENCY AND THE DURABILITY> IT WORKS GREAT FOR MY PUPOSES SO I RECOMMEND THIS PRODUCT FOR EVERYONE.,No defect
2,B0002KXMT4,"This ""portable"" washer has no handles, is not available with wheels, is too heavy to lift easily, and the instructions make it clear Haier's lawyer's want it permanently installed.  I bought it specifically for portability, so I put it on a dolly.

It is three months old.  It has developed an annoying habit of shutting off in the middle of the normal wash cycle.  So far, it has been possible to turn the power back on and restart it, but this does not bode well for the future.

The faucet adaptor is easy to apply and remove, but the two pieces slip apart easily.  They do not slip back together easily.  Trying to do so by hand will  create a spectacular water fountain, which you will discover when it sprays halfway across the room.  By the time you finish cleaning up the mess, you will enjoy beating the adaptor back into order with a hammer, which is the only way to do it.

You are supposed to level the machine.  I did not bother since it gets moved. Therefore I do not blame it for leaking a bit - np - kitchen floors need  mopping.

For approximately $200 US, the cycle switch should have worked longer than three months.  The adaptor is a pain.  And it is annoying that Haier advertises it as portable but means it to be stationary.

If you're in the market for a portable washer, try something cheaper first.",Defect
4,B0002KXMT4,This was a baby shower gift from a friend.  My son is now 17 months and it still works great.  I absolutely love it.  The only problem I have with it is my fault.  I have to make sure the drain is anchored in the sink or it floods my kitchen.  But it is better than you would expect.  Perfect for the new parent in small apartment dwelling.  I still am waiting to buy the dryer. A+,No defect
5,B0002KXMT4,"I'm very happy with this washer. I live in an apartment & laundromat is a few blocks away. I bought it because I have a newborn & she goes through a lot of clothes, bibs, burp cloths & stuff. I basically have only used it for baby things (I have washed a few items of mine tho). The wash cycle is very weak in the way it moves but it must be cleaning because (white) clothes will go in with formula stains & comes out clean (and that's without bleach). The spin cycle works great too. Because I'm so happy with it I ordered the Haier dryer too.",No defect
5,B0002KXMT4,The Haier HLP21E Portable Washer is exactly what I needed. It has done wonders for me! It is quiet. It is light. It is perfect. Only one thing I wish it has is the castor wheels. I have tried finding them online but they are rather expensive. I did put furniture sliders on it and it seems fine. The clothes come out pretty dry. I recommend it highly.,No defect
5,B0002KXMT4,"This washer does a basic job of getting clothes clean.  The key is to not overload this washer.  One load will hold a maximum of 2 pairs of pants, or 3 shirts.  Attempting to put more in, will result in clothes remaining over the water level, and not getting clean.  Other reviewers have had problems with loads becoming off-balance.  I've never had a load go off balance, in the few months I've owned it.

The portability is great.  I keep the washer in my bedroom when not in use, then roll it into the bathroom when it's time to do laundry.  It quickly connects to the bathroom sink.  My sink did not require an adapter, however some sinks will.  I haven't experienced any leaks or overflows.  Water stays where it's suppose to.",No defect
3,B0002KXMT4,I have a small house and no place for a washer this work out great and get the job done. THANK - YOU.,No defect
1,B0002KXMT4,"In two sentences: I LOVED this washing machine until it broke down after only three months; the customer service is so terrible that I would never again buy anything from Haier.

I live in a tiny apartment and normally had my laundry done by a pickup&delivery service. I bought this washing machine to do the laundry for my baby, and quickly began to do some of my own laundry in it as well.
I was very happy with this product in the first three months. It was easy to install and to operate. Spinning was so good that the clothes were almost dry when I took them out of the machine.

Then, after three months, the machine started making loud sounds during the cycle, and wouldn't spin anymore.

I called customer service on June 8. They said that there is no service for this machine, and that they would send me a replacement unit. The customer service representative even asked me to call two days later, to get a tracking number.
It is now July 14, and in the past 6 weeks I have called Haier every two days or so. Every time I was told that they were awaiting a response from the ""corporate office"" (which is apparently in New Jersey, whereas the customer service is in Ohio). Over and over again they promised to call me back in ""3 to 4 business days"". Of course they never did.

Finally today - 6 weeks after I was told a replacement unit was on the way - they tell me that there are no replacement units in stock (or equivalent units), and that I would be refunded instead.

They refuse to refund me for the $80 taxes, shipping, and handling I paid originally, or to send a technician to look at it.
Not to mention the cost of laundry in the 6 weeks since I called.

And who knows when - or if - will I get the promised refund.",Defect
3,B0002KXMT4,"I have had this machine for about 1 year now.
Pros:
1. It is nice to have a washing machine when there is no hookup. Our apartment doesn't have hookups for both a dishwasher AND a washing machine, so this washing machine goes in our bathroom and works well there.
2. You don't have to use the laundrymat.
3. It wrings out clothes very well. They are almost dry when they come out!
4. It finishes a cycle fairly quickly.
5. It is fairly quiet.

Cons:
1. This machine has to be babysat. It tends to over balance VERY easily even with 1 or 2 items. It will fill up and spin continously over and over to help dislodge the clothes until either you manually fix the clothes or it shuts off and beeps. A waste of water and fabric softener.
2. Clothes get stretched out. If you don't have a dryer, your clothes will eventually be too big for you!!!
3. The normal cycle has a short cycle for washing clothes but will rinse them out too many times. I use the heavy cycle and that seems to clean clothes better.
4. You need HE detergent or use a fabric softener to control the amount of suds generated.
5. Sometimes the machine will continously drain and not fill up. You have to make sure the drain pipe is not below the fill line.",No defect
5,B0002KXMT4,"Based on all the reviews listed here - and the price - I chose the Haier HLP21E.  Thanks for all the info on the bottom plate and the screws.  I only had to purchase a stronger screwdriver to force the screws through the metal.  The machine is so quiet I had to keep checking to be sure it was running.  The faucet adapter works with the bathroom sink and the hose runs into the bathtub, draped over the drying rack.  A great purchase.

UPDATE 06/04/2009 - Water started gushing out of the faucet adapter into the sink, but I just had to wiggle the hose to be sure that the first 3-4"" below the faucet were absolutely perpendicular.

Today I actually washed a queen-size comforter and all is well.  Certainly do not recommend anything that large but I was desperate.  (I'm on crutches and can't carry anything down to the laundry room.)  Everything, even towels and jeans, dries overnight on a rack in the bathtub - just like the one my mother used with her wringer washer in the 1940s!",No defect
1,B0002KXMT4,"Broke after 1.5 years. Still on the lookout for a decent, apartment sized washer that I can hook up to the sink.",No defect
5,B0002KXMT4,"Just got my portable washer yesterday. It came from Target, was double-boxed and arrived in perfect condition. I had no trouble following the set-up instructions, and had the machine up and running within an hour. I live in a small cottage, with a connected livingroom and kitchen (where I run the machine). The first load was a week's worth of socks, underwear and a set of scrubs (for one person), and I selected the medium water level, which was plenty for this load. The machine ran through the wash cycle without a problem, and was surprisingly quiet. The spin cycle did a great job of removing water from the clothes. This washer is perfect for me, a single person in a small living space, and so far has exceeded my expectations.

July 2009 Update: Well, my little Haier washer is still going strong! I generally do one or two loads per week, and I've had no problems at all with the washer. I also wash my bedding (full size sheets) and towels and the machine handles them well. The secret is not overloading, and setting the water level high enough to ensure that the items can move freely around inside the tub. The only down side to this model is the lack of casters (I believe there's another of this size that came with casters, but may no longer be available). Others have resolved this problem by putting the machine on a platform with casters.",No defect
5,B0002KXMT4,Great washer if u don't have much space or room and it doesnt even taken up alot of space either when your done using it u can just put it in a small corner out of the way and it doesnt take much room up either...i defenetly would recommend it and its worth the price coz you pay more other places good deal to.,No defect
4,B0002KXMT4,This machine is easy and extremely wonderful when you don't have a car or a full washing machine.  It does a well enough job the only thing is hooking it up to the faucet it doesn't fit just any faucet and it does tend to leak quite a bit but after dragging laundry to and from a laundramat well I will tell you it was worth the price.  On the other hand I can't say much for the place that I ordered it from it was suppose to arrive in a few days I even paid extra instead it didn't arrive for 3 weeks I guess I should have ordered it from a target store website.  So far everytime I order anything of a big size from Amazon I tend to get disappointed in the delivery.  Small is fine but big (never again).,No defect
5,B0002KXMT4,"A great washing machine. I've owned this sweet machine for almost 3 months. You can put more clothes in it then it says. BUT! Don't over load it or the clothes will not wash correctly. Has several cycles. Easy to hook up to the bathroom sink. I just put the drain hose over the side of the tub. Now I never have to go out to wash my clothes or use a machine that had someone elses dirty clothes in it. And, all the money I save. It's so quiet no one will ever know you have a washing machine. It takes up very little space. It's worth every penny it cost. I love it. I love it. The delivery was sooooo fast. It is sent by freight. Amazon.com is and always has been a great service and product provider.
  FOLLOW UP: It's two years now and I still love this machine. The only problem I've had is this March 2013 the Spin belt went. After checking with some appliance repair companies  as to the charge I decided to fix it myself. Nowhere could I find info on how or even find a ""REPAIR"" manual. I was having a problem with getting the Belt ON. To make a long story short, I just got mad enough (Kids) that I put gloves on and with all my strength got it on. (I was afraid of ruining the new belt. In the past I wouldn't have had a ""Strength"" problem, but at 77 years I've lost a lot of strength. Doing it myself saved me $75/80 in labor and $25/30 in parts. I bought my part from Repair Clinic on line. It was the cheapest price even with shipping.
UPDATE:  June 2014. Machine still running great. A great washing machine. The only repair I've had to make so far, is a spin belt replacement which I did myself.  As a side note: because I am unable to keep the machine in the bathroom, I have to bring it into the bathroom/kitchen (or where ever your water hook up is) when I use it.  Which shows it's light enough for one to pick up.",No defect
5,B0002KXMT4,"I was skeptical about purchasing a washing machine online, but after many readings about this machine, I decided to get it. The good price also kept me wandering of its efficiency. It was well worth every penny!! I have a small apartment and no ""tubes"" to plug those huge permanent washing machines. I wanted something that I can put away and use when I need it. The size is much bigger than I expected, but installing it was easy. At the beginning it was tricky, but once you get a hold of it, you can do it in less than 2 minutes. Now I don't have to walk out in the cold to go to the laundry center. I can do it at home and save money! The machine is efficient and easy to use! I recommend it to everyone!",No defect
4,B0002KXMT4,"Even it is very samll, it is very suitable for a small family. It is very quite; there is the reason I love it mostly.",No defect
